Individual,Population,Locus1,,Locus2,,Locus3,,Locus4,,Locus5,,Locus6,,Locus7,,Locus8,,Locus9,,Locus10,,Locus11,,Locus12,,Locus13,,Locus14,,Locus15,,Locus16,,Locus17,,Locus18,,Locus19,,Locus20,,Locus21,
2,56,33,33,36,36,42,42,43,44,54,54,35,35,50,50,80,80,51,52,78,78,82,83,149,173,252,300,191,303,270,270,215,235,207,227,162,162,89,101,104,184,1,888
3,56,33,34,36,36,42,42,43,44,54,53,35,25,50,60,80,80,52,52,78,79,83,83,129,165,236,248,179,223,266,274,219,235,207,219,162,178,85,85,160,212,1,888
4,56,34,34,36,36,41,42,44,44,54,52,35,25,50,60,80,80,51,52,78,79,83,83,141,181,232,252,203,235,274,282,207,223,203,207,138,166,121,121,204,212,1,888
5,56,33,33,36,36,41,41,44,44,54,53,45,35,50,50,70,80,51,52,79,79,83,83,149,161,256,272,183,247,270,274,207,235,203,235,134,178,85,89,184,204,1,888
6,56,33,33,36,36,42,42,44,44,54,54,35,25,50,60,80,80,52,52,79,79,83,83,153,173,264,272,179,215,262,282,199,235,239,251,138,162,117,133,204,212,4,888
7,56,33,33,36,37,42,42,43,44,54,53,35,25,50,60,70,70,52,52,78,79,83,83,145,149,244,304,207,223,262,266,203,211,207,215,138,162,85,121,100,100,1,888
8,56,33,34,36,36,41,42,44,44,53,53,35,35,60,60,70,80,52,52,78,78,83,83,133,141,240,248,215,223,262,266,199,235,215,235,138,162,85,121,192,204,4,888
9,56,33,34,36,36,41,42,44,44,54,53,45,35,50,60,70,80,52,52,78,78,83,83,157,161,248,276,179,191,258,262,235,235,219,255,162,174,85,121,100,124,1,888
10,56,33,33,36,36,41,42,44,44,51,52,?,?,50,50,80,80,52,52,78,79,83,83,149,165,236,264,143,143,?,?,263,303,?,?,266,266,?,?,176,196,555,888
11,56,34,34,36,36,42,42,43,44,52,53,45,35,50,50,80,80,52,52,79,79,83,83,113,145,232,276,195,219,262,270,195,235,207,231,166,174,85,89,216,220,4,888
12,56,33,34,36,36,41,42,44,44,54,54,35,25,50,60,70,80,?,?,78,79,83,83,113,161,244,256,219,235,262,266,195,207,219,251,162,174,105,121,108,216,4,888
13,56,34,34,36,36,42,42,44,44,52,52,35,35,50,50,80,80,52,52,79,79,83,83,149,153,240,248,195,219,278,278,203,231,215,239,138,174,121,121,112,192,1,888
14,56,33,34,36,36,42,42,44,44,54,52,45,25,50,60,80,80,52,52,78,79,82,83,141,161,240,248,191,207,274,274,219,235,211,231,134,162,117,121,108,216,1,888
15,56,33,34,36,36,41,42,?,?,?,?,35,25,?,?,80,80,?,?,78,79,83,83,145,145,236,244,179,215,266,266,223,223,?,?,?,?,85,121,?,?,1,888
16,56,34,34,?,?,42,42,44,44,?,?,?,?,50,50,80,80,?,?,79,79,83,83,145,149,248,248,179,215,266,282,199,223,219,239,162,174,105,121,100,240,1,888
17,56,33,33,36,37,42,42,44,44,53,53,35,35,50,50,70,80,?,?,78,78,83,83,141,169,256,304,227,235,270,282,203,219,219,243,134,162,85,101,196,216,1,888
18,56,34,34,36,36,42,42,44,44,54,53,35,35,50,60,80,80,51,52,78,78,83,83,113,189,248,264,179,183,266,274,199,199,207,231,162,218,85,121,100,112,1,888
19,56,33,34,36,36,42,42,43,44,54,52,45,35,50,50,70,80,52,52,79,79,83,83,141,173,252,256,179,227,274,274,199,235,207,227,138,158,85,105,132,196,1,888
20,56,34,34,36,37,41,42,44,44,52,53,25,25,50,50,80,80,51,52,79,79,83,83,141,161,232,256,203,215,266,270,207,219,195,219,138,162,89,121,160,168,555,888
21,56,33,34,36,36,42,42,44,44,54,53,45,25,50,60,70,70,52,52,78,79,83,83,133,141,240,248,215,223,262,266,219,235,215,231,138,162,85,121,192,204,4,888
22,56,33,34,36,36,42,42,44,44,54,52,45,35,50,50,80,80,?,?,79,79,83,83,173,173,248,304,195,263,266,274,211,239,207,219,138,138,105,109,184,188,1,888
23,56,33,33,36,38,42,42,43,44,53,53,35,25,60,60,80,80,52,52,78,78,83,83,149,149,232,236,215,263,274,282,219,239,231,251,162,174,85,121,128,212,4,888
24,56,33,33,36,37,41,41,44,44,54,54,35,35,50,50,70,80,51,52,79,79,82,83,129,157,240,256,167,191,270,278,215,235,207,243,158,162,113,117,100,168,4,888
25,56,33,33,?,?,42,42,44,44,51,51,?,?,50,60,70,70,52,52,78,79,83,83,157,157,244,268,203,283,274,282,219,223,203,215,162,162,117,121,100,212,1,888
26,56,33,34,36,37,42,42,44,44,52,53,45,25,50,50,80,80,52,52,79,79,83,83,145,145,244,264,215,263,266,274,207,223,203,219,158,178,89,121,112,204,4,888
27,56,34,34,36,36,41,41,44,44,51,54,45,25,50,50,80,80,52,52,78,78,83,83,113,157,240,248,203,215,266,282,199,235,207,235,138,162,89,121,116,212,1,888
28,56,33,34,36,36,41,42,43,44,52,53,35,35,50,50,80,80,52,52,79,79,83,83,113,113,256,300,191,195,282,290,215,219,199,203,134,174,89,117,108,216,1,888
29,56,33,34,36,36,42,42,44,44,54,53,35,25,50,50,70,80,52,52,78,79,83,83,129,185,240,248,215,283,270,274,195,247,215,243,162,190,101,121,100,172,4,888
30,56,33,34,36,36,42,42,44,44,54,53,35,25,50,60,80,80,52,52,79,79,83,83,129,145,252,268,211,283,266,278,211,239,207,231,162,190,89,109,168,204,4,888
31,56,33,34,36,36,42,42,44,44,51,53,45,35,50,50,80,80,51,52,78,79,83,83,113,149,248,252,179,263,270,274,231,235,239,243,182,202,89,89,100,204,4,888
32,56,33,34,36,36,42,42,44,44,54,53,45,25,50,50,80,80,52,52,78,79,83,83,141,157,240,248,167,283,270,282,235,239,207,215,138,218,89,137,176,204,1,888
33,56,34,34,36,36,42,42,44,44,53,53,35,35,50,50,70,80,51,52,78,79,83,83,145,161,248,252,211,215,274,274,223,239,207,207,138,138,89,89,116,160,4,888
34,56,33,33,36,38,41,42,44,44,54,52,35,35,50,50,80,80,51,52,78,79,83,83,161,173,236,252,179,211,266,270,215,243,207,207,162,162,89,105,100,108,1,888
35,56,34,34,36,36,41,42,44,44,54,53,25,25,50,50,80,80,52,52,78,79,83,83,129,149,252,252,203,207,278,282,195,235,207,215,138,174,121,137,116,128,4,888
36,56,33,34,36,36,42,42,44,44,53,53,35,25,50,50,80,80,?,?,79,79,83,83,113,149,244,244,167,283,274,282,215,235,215,231,158,162,121,121,100,116,4,888
37,56,33,34,36,36,41,42,44,44,52,53,25,25,50,60,80,80,52,52,78,78,83,83,157,189,236,240,215,215,262,266,203,215,207,207,162,174,85,89,168,216,1,888
38,56,34,34,36,36,41,42,44,44,54,53,35,35,50,50,70,80,52,52,79,79,83,83,113,145,248,252,283,283,274,278,223,239,207,219,138,170,121,121,100,188,4,888
39,56,33,34,36,37,42,42,44,44,54,53,35,25,50,50,80,80,52,52,78,79,83,83,141,141,244,252,199,227,274,278,235,247,243,251,138,162,105,121,184,204,1,888
40,56,33,34,36,36,41,42,43,44,52,53,35,35,50,50,70,80,52,52,79,79,83,83,149,173,252,256,179,227,270,274,195,207,207,227,138,158,85,85,112,168,1,888
41,56,33,33,36,36,41,42,44,44,54,54,35,35,50,60,70,80,?,?,78,79,83,83,129,181,252,296,191,195,274,282,231,239,195,215,158,174,109,121,208,212,1,888
42,56,33,34,36,36,41,41,44,44,52,52,45,35,50,50,80,80,52,52,78,79,83,83,157,177,248,300,195,203,266,282,207,219,195,207,174,218,85,121,112,136,1,888
43,56,34,34,36,36,41,42,44,44,51,54,45,35,50,50,70,80,52,52,78,79,83,83,157,161,248,256,179,179,266,274,215,215,219,219,162,162,109,109,212,216,4,888
44,56,33,34,36,36,42,42,43,44,53,53,35,25,50,50,80,80,52,52,78,79,83,83,113,157,244,248,167,283,274,290,215,215,215,235,158,178,133,141,100,160,4,888
45,56,34,34,36,37,42,42,44,44,54,53,35,25,50,50,70,80,52,52,78,78,83,83,113,149,248,300,191,195,266,266,235,239,207,207,138,138,85,121,112,216,1,888
46,56,34,34,36,36,42,42,44,44,54,53,35,35,50,50,80,80,52,52,79,79,83,83,113,129,260,292,179,239,274,278,231,235,239,243,162,202,85,89,100,212,4,888
47,56,33,34,36,36,41,42,44,44,54,54,45,35,50,50,80,80,51,52,79,79,83,83,113,173,232,276,263,303,266,270,231,235,219,219,138,162,85,121,168,212,1,888
48,56,33,34,36,36,42,42,43,44,54,53,25,25,50,50,80,80,52,52,78,79,83,83,157,173,244,244,167,179,274,290,215,235,203,231,162,178,133,141,112,160,4,888
1,57,33,33,36,37,41,42,44,44,?,?,45,45,50,50,70,70,52,52,79,79,83,83,109,165,264,300,187,199,266,270,191,203,211,231,162,162,89,113,164,200,10,888
2,57,34,34,36,36,41,41,44,44,54,53,35,35,50,60,80,80,52,52,79,79,83,83,109,189,240,284,191,283,278,290,211,223,219,235,142,170,89,97,104,196,10,888
3,57,34,34,36,36,41,41,44,44,54,53,45,25,50,60,80,80,52,52,78,79,83,83,149,161,252,272,191,215,278,302,207,215,235,255,138,186,105,117,188,212,10,888
4,57,33,34,36,36,41,41,44,44,51,53,45,35,50,50,70,80,52,52,78,79,83,83,141,161,244,248,199,287,262,274,211,219,211,211,166,210,89,109,156,172,10,888
5,57,34,34,36,36,42,42,44,44,52,53,25,35,50,50,70,70,52,52,78,79,83,83,137,137,304,320,183,279,266,270,207,215,231,259,162,162,93,113,116,160,1,888
6,57,33,34,36,37,41,42,44,44,54,54,45,35,50,60,70,80,52,52,79,79,83,83,149,161,260,284,191,207,270,302,191,211,219,235,162,162,89,113,104,164,4,888
7,57,33,34,36,36,42,42,44,44,54,54,45,25,50,60,80,80,52,52,78,78,83,83,113,141,248,272,191,279,274,274,207,263,219,219,186,210,109,125,156,160,1,888
8,57,33,34,36,36,42,42,44,44,51,54,45,35,50,50,80,80,52,52,79,79,83,83,109,141,248,260,191,255,270,334,179,207,219,231,138,158,89,97,168,192,10,888
9,57,33,34,36,36,41,41,44,44,53,53,25,35,50,50,70,80,52,52,78,79,83,83,141,161,256,256,203,271,270,278,199,235,195,211,162,166,89,153,100,104,10,888
10,57,33,34,36,36,41,41,?,?,51,53,35,35,50,60,80,80,52,52,78,79,83,83,153,169,224,252,203,207,270,310,199,211,219,231,138,210,109,117,164,208,1,888
11,57,34,34,36,38,41,42,?,?,54,54,45,35,50,60,70,80,52,52,79,79,83,83,117,141,240,276,175,215,274,278,211,215,243,247,138,162,85,101,196,212,10,888
12,57,34,34,36,36,42,42,44,44,54,53,35,35,50,50,80,80,52,52,79,79,83,83,169,181,248,252,187,203,278,298,215,251,219,243,162,162,89,101,188,204,4,888
13,57,34,34,36,36,41,41,?,?,?,?,25,25,50,60,70,80,?,?,78,79,83,83,133,157,280,288,183,199,262,278,183,203,215,215,162,162,89,89,116,196,10,888
14,57,34,34,36,38,42,42,44,44,54,53,?,?,50,60,70,80,52,52,78,79,83,83,109,141,264,288,195,203,270,274,203,207,195,251,170,174,109,121,168,188,10,888
15,57,34,34,36,36,41,42,44,44,54,53,45,35,50,50,80,80,52,52,79,79,83,83,173,197,268,272,191,291,258,270,195,215,199,263,162,162,113,113,112,164,10,888
16,57,33,33,36,36,42,42,44,44,54,54,35,35,50,50,70,80,52,52,78,79,82,83,145,181,280,296,171,199,270,310,207,207,219,235,170,238,105,113,208,236,1,888
17,57,33,34,36,36,41,41,44,44,52,53,25,35,50,60,70,80,52,52,78,78,82,83,129,157,256,300,195,199,270,278,179,219,195,223,138,170,89,121,108,108,1,888
18,57,33,34,37,38,41,42,44,44,54,53,45,45,50,50,70,70,52,52,78,79,83,83,109,165,256,268,179,207,274,286,203,239,195,215,162,166,101,105,104,160,10,888
19,57,33,34,36,36,41,42,44,44,52,54,45,25,50,50,70,80,52,52,78,79,83,83,145,149,260,284,195,195,278,310,183,227,203,215,134,162,109,117,192,196,10,888
20,57,33,33,36,36,41,41,44,44,53,53,45,25,50,50,80,80,52,52,78,79,83,83,165,165,244,272,191,207,270,294,231,239,203,239,166,170,93,125,200,208,10,888
21,57,33,34,36,36,41,41,44,44,51,54,25,35,50,60,80,80,52,52,79,79,83,83,133,137,256,268,231,279,274,278,207,247,219,235,174,178,121,125,160,164,13,888
22,57,34,34,36,36,41,41,44,44,54,54,25,25,50,50,80,80,52,52,79,79,82,83,137,145,252,252,231,255,262,274,223,223,203,223,138,166,97,105,172,208,10,888
23,57,33,34,36,36,42,42,44,44,52,54,45,45,50,60,70,80,52,52,78,79,83,83,137,169,240,244,183,187,270,274,203,243,195,219,162,162,89,117,188,208,13,888
24,57,33,34,36,36,41,42,44,44,52,54,45,25,60,60,70,80,52,52,79,79,83,83,137,185,264,292,171,299,270,274,207,211,231,247,162,178,101,117,172,204,1,888
25,57,33,33,36,36,41,41,44,44,?,?,45,25,50,50,70,80,52,52,79,79,83,83,145,161,252,280,175,287,274,306,195,227,231,263,162,254,109,145,160,192,10,888
26,57,33,34,36,36,41,42,44,44,51,54,25,35,50,50,70,80,52,52,78,79,83,83,149,157,248,264,179,191,266,298,207,215,199,215,134,162,109,113,172,208,10,888
27,57,33,34,36,36,42,42,44,44,54,54,45,25,50,60,70,80,52,52,79,79,83,83,149,157,260,284,195,195,262,290,195,207,195,231,138,138,89,117,156,168,10,888
28,57,33,34,36,36,41,42,44,44,54,53,45,35,50,50,80,80,52,52,78,79,83,83,129,169,256,272,187,191,278,282,195,243,211,215,162,174,85,89,188,192,10,888
29,57,34,34,36,36,41,41,44,44,54,53,25,35,50,50,70,80,52,52,78,79,83,83,157,201,236,248,191,235,266,270,199,247,207,223,162,162,121,121,168,192,10,888
30,57,33,34,36,36,41,42,44,44,51,54,35,35,50,60,70,80,52,52,78,79,83,83,141,173,236,256,179,199,274,274,207,363,223,227,162,162,89,109,104,156,13,888
31,57,33,34,36,36,42,42,44,44,52,54,25,35,50,50,70,80,52,52,78,79,83,83,137,137,244,268,183,235,282,286,203,207,239,247,134,162,113,121,104,184,1,888
32,57,33,34,36,36,42,42,44,44,53,53,45,25,50,50,80,80,52,52,78,79,83,83,149,153,244,260,175,187,274,278,195,207,231,235,162,170,89,109,160,212,1,888
33,57,33,33,36,36,41,42,44,44,54,53,45,35,50,60,70,80,52,52,79,79,83,83,169,185,240,252,187,235,266,266,211,223,231,243,134,138,89,89,112,160,10,888
34,57,34,34,36,36,41,42,44,44,54,53,45,45,50,50,70,80,52,52,78,79,83,83,149,149,260,292,171,191,274,278,207,211,227,243,162,162,109,113,100,164,13,888
35,57,34,34,36,37,41,41,44,44,52,54,35,35,60,60,70,70,52,52,79,79,83,83,145,157,260,284,219,255,278,282,199,215,207,207,162,166,85,117,100,196,10,888
36,57,33,34,36,36,42,42,44,44,53,53,25,35,50,50,80,80,52,52,79,79,83,83,153,177,252,308,171,191,266,310,211,215,227,243,162,162,85,89,112,112,10,888
37,57,33,34,36,36,41,42,44,44,53,53,25,35,50,50,70,80,52,52,79,79,83,83,141,153,244,280,235,283,262,266,211,223,215,223,138,162,105,125,184,216,10,888
38,57,33,34,36,36,41,42,44,44,54,53,45,35,50,50,70,70,52,52,79,79,83,83,169,177,244,296,179,283,266,302,199,223,223,235,174,174,105,121,116,192,10,888
39,57,33,34,36,36,41,42,44,44,52,53,45,25,50,60,80,80,52,52,79,79,83,83,149,169,224,244,199,211,262,274,223,227,235,243,162,226,109,113,128,208,1,888
40,57,34,34,36,36,42,42,44,44,53,53,25,25,50,60,70,80,51,52,78,79,83,83,137,141,236,296,283,287,270,294,211,227,211,227,134,162,89,101,196,200,10,888
41,57,33,34,36,36,42,42,44,44,52,54,45,45,50,60,80,80,?,?,78,79,83,83,149,149,248,272,183,195,258,270,199,203,231,243,134,210,89,109,160,196,13,888
42,57,34,34,36,36,42,42,44,44,53,53,45,45,50,50,80,80,52,52,79,79,83,83,161,165,252,256,171,179,270,274,203,211,215,243,202,234,105,117,172,196,1,888
43,57,34,34,36,36,41,42,44,44,54,53,35,35,50,50,70,80,52,52,79,79,83,83,153,161,236,264,203,271,266,274,215,215,215,223,138,154,89,93,172,200,10,888
44,57,33,34,36,36,41,41,44,44,54,53,45,35,50,60,80,80,52,52,79,79,83,83,141,153,240,252,183,203,270,278,203,211,191,219,138,154,101,125,152,236,10,888
45,57,33,34,36,36,41,42,44,44,54,54,45,25,50,50,80,80,52,52,79,79,83,83,145,145,248,252,207,263,270,270,199,199,191,223,138,202,105,153,172,96,13,888
46,57,33,34,36,37,41,42,44,44,53,53,45,45,50,50,70,80,52,52,79,79,83,83,169,189,248,260,179,187,266,298,239,251,223,235,142,174,89,109,176,200,1,888
47,57,33,34,36,36,41,41,44,44,52,53,25,35,50,50,80,80,52,52,79,79,83,83,137,141,256,268,195,203,262,334,207,227,187,231,174,238,89,125,208,208,10,888
48,57,34,34,36,36,41,42,44,44,54,54,45,25,50,50,70,80,52,52,78,79,83,83,157,157,256,284,207,219,266,274,223,239,211,231,162,166,93,113,156,200,10,888
49,57,34,34,36,36,41,42,44,44,54,54,35,35,50,60,70,80,51,51,79,79,83,83,129,185,252,252,231,255,266,346,223,227,211,211,130,154,85,93,112,160,555,888
50,57,33,34,36,36,42,42,44,44,54,54,45,25,50,50,70,80,52,52,79,79,83,83,157,169,268,272,195,211,266,274,211,243,219,227,142,162,89,89,104,96,10,888
51,57,33,34,36,36,41,41,44,44,53,53,45,35,50,50,80,80,52,52,78,78,83,83,153,161,268,272,171,191,258,270,207,211,195,199,138,162,101,133,120,196,1,888
52,57,34,34,36,36,42,42,44,44,54,53,25,35,50,60,70,80,52,52,79,79,83,83,153,173,248,268,187,195,266,270,231,243,223,227,138,258,89,101,100,112,10,888
53,57,33,33,36,36,41,42,44,44,54,53,45,25,50,50,80,80,52,52,79,79,83,83,165,165,252,268,171,307,262,282,223,271,207,219,138,186,93,125,168,212,10,888
54,57,34,34,36,36,41,42,44,44,51,54,25,35,50,50,80,80,52,52,78,79,83,83,133,149,288,300,195,279,270,302,219,231,235,243,162,162,113,117,160,200,10,888
55,57,34,34,36,37,41,42,44,44,54,54,45,35,50,60,80,80,52,52,78,79,83,83,129,165,240,280,191,195,258,298,179,211,195,199,138,162,89,93,116,188,1,888
56,57,33,33,36,36,42,42,44,44,54,53,25,35,50,60,80,80,52,52,78,79,83,83,157,169,264,280,211,259,270,302,207,215,231,235,138,242,89,93,184,188,10,888
57,57,34,34,36,36,41,42,44,44,54,53,45,25,50,60,80,80,52,52,79,79,83,83,113,181,240,272,231,275,262,270,231,239,215,223,134,138,89,93,104,168,10,888
58,57,33,34,36,36,41,41,44,44,54,54,45,35,50,50,70,80,52,52,79,79,83,83,137,177,256,268,199,271,274,294,203,223,215,231,162,170,93,109,160,160,10,888
59,57,33,33,36,37,42,42,44,44,54,53,45,25,50,50,80,80,52,52,79,79,83,83,133,137,256,272,175,195,270,290,199,211,207,215,162,174,89,117,160,188,1,888
60,57,33,34,36,37,41,42,44,44,53,53,45,45,60,60,70,70,52,52,79,79,83,83,129,145,248,276,215,311,270,278,211,227,211,243,138,250,109,117,208,228,10,888
61,57,34,34,36,36,41,42,44,44,54,53,45,25,50,50,70,80,?,?,78,78,83,83,153,161,252,272,223,235,262,286,211,231,215,227,134,162,89,121,156,180,13,888
62,57,33,33,36,36,41,42,44,44,54,53,45,25,50,50,70,80,?,?,78,79,83,83,145,177,252,264,179,199,266,270,199,219,191,215,162,162,89,89,108,192,10,888
63,57,33,34,36,36,41,41,44,44,53,53,35,35,50,50,80,80,52,52,78,79,83,83,165,173,240,244,247,283,262,266,215,235,191,231,162,162,85,133,184,204,13,888
64,57,34,34,36,36,41,42,43,44,51,51,45,25,50,60,80,80,52,52,78,79,83,83,141,153,248,280,167,199,266,278,219,239,191,231,162,238,97,113,184,188,10,888
65,57,33,34,36,36,41,42,44,44,52,53,35,35,50,60,80,80,51,52,79,79,83,83,145,169,256,288,191,283,270,290,183,211,215,227,134,162,105,109,116,120,13,888
66,57,34,34,36,36,41,41,44,44,54,53,45,25,50,50,70,70,52,52,79,79,83,83,133,161,256,256,235,283,266,286,179,179,199,231,138,174,89,89,156,200,10,888
67,57,33,34,36,36,41,41,44,44,54,54,45,35,50,60,80,80,52,52,79,79,83,83,137,185,264,268,179,191,274,310,195,259,231,239,206,222,89,117,152,152,10,888
68,57,33,33,36,36,42,42,44,44,54,53,25,35,50,60,70,80,52,52,78,79,83,83,113,173,252,260,195,207,266,274,211,211,231,243,162,162,89,89,208,96,1,888
69,57,33,33,36,38,42,42,44,44,54,53,25,25,50,50,80,80,52,52,78,79,83,83,149,173,244,300,191,191,262,270,199,223,207,267,162,242,101,117,172,228,10,888
70,57,33,34,36,36,41,42,44,44,54,54,25,35,50,50,80,80,52,52,78,79,83,83,149,173,240,264,191,191,262,274,203,271,211,223,162,162,109,145,180,184,1,888
71,57,34,34,36,36,41,42,44,44,54,53,45,25,50,60,70,80,52,52,78,79,83,83,149,149,252,256,167,207,258,286,211,215,215,271,138,186,109,117,188,200,10,888
72,57,34,34,36,36,41,42,44,44,54,53,45,35,50,60,70,80,52,52,78,79,83,83,161,161,252,268,203,263,274,274,187,219,211,235,162,170,113,117,188,208,10,888
73,57,33,33,36,36,41,42,44,44,54,53,45,35,50,50,80,80,51,52,79,79,83,83,145,177,260,264,207,211,270,290,195,207,207,211,134,162,109,109,112,212,1,888
74,57,34,34,36,36,41,41,44,44,53,53,45,35,50,50,80,80,52,52,79,79,82,83,137,137,256,324,183,199,266,274,215,223,227,267,166,170,93,109,156,188,1,888
75,57,33,34,36,36,42,42,44,44,53,53,25,35,50,60,70,80,52,52,79,79,83,83,137,137,236,240,183,191,262,270,203,211,223,235,138,166,89,117,116,208,10,888
76,57,33,33,36,36,41,42,44,44,54,53,45,35,50,50,80,80,52,52,79,79,83,83,145,145,240,256,183,191,278,282,199,219,207,235,142,162,89,105,116,204,1,888
77,57,33,34,36,36,42,42,44,44,52,54,25,35,60,60,70,80,52,52,78,78,83,83,137,177,244,268,171,187,274,290,187,219,211,219,134,162,89,113,160,204,1,888
78,57,33,33,36,36,41,41,44,44,54,53,45,45,60,60,70,70,?,?,78,79,83,83,133,137,244,284,191,235,274,278,195,223,215,247,162,162,109,113,160,200,10,888
79,57,34,34,36,36,42,42,44,44,54,53,25,35,50,60,80,80,52,52,79,79,83,83,153,157,272,296,183,191,266,266,199,211,195,235,134,162,93,93,108,204,10,888
80,57,34,34,36,36,41,42,44,44,54,53,25,35,50,60,70,70,52,52,78,79,83,83,145,157,244,252,191,203,278,282,219,239,219,235,138,210,93,125,160,192,1,888
81,57,34,34,36,36,41,41,44,44,53,53,?,?,50,50,80,80,52,52,79,79,83,83,129,153,248,280,175,287,262,278,231,231,235,267,162,162,89,105,196,212,1,888
82,57,33,34,36,37,41,42,44,44,54,54,25,25,50,60,80,80,52,52,79,79,83,83,137,169,240,264,171,195,266,270,207,251,211,223,138,170,89,89,196,196,1,888
83,57,34,34,36,38,42,42,44,44,54,54,45,35,50,50,70,80,52,52,79,79,83,83,153,169,248,260,215,247,274,278,215,251,243,247,138,162,85,101,196,212,10,888
84,57,33,34,36,38,41,42,44,44,54,53,45,35,50,60,80,80,52,52,79,79,83,83,141,157,240,268,195,207,262,274,207,239,215,227,198,230,109,129,160,176,1,888
85,57,33,33,36,36,41,42,44,44,54,54,35,35,50,50,70,80,?,?,79,79,83,83,137,177,244,248,187,287,266,270,191,207,211,239,162,214,109,117,116,160,1,888
86,57,33,34,36,38,41,42,44,44,52,54,45,45,50,60,70,80,52,52,78,78,83,83,137,161,236,276,195,203,274,302,211,239,199,207,202,234,109,113,184,200,1,888
87,57,33,34,36,36,41,42,44,44,54,54,45,35,50,60,80,80,52,52,79,79,83,83,137,157,260,272,203,263,270,286,179,203,227,255,138,242,89,109,196,196,1,888
88,57,33,34,36,36,42,42,44,44,52,54,45,25,50,50,70,80,52,52,79,79,83,83,141,165,256,260,179,191,274,282,207,215,215,215,130,138,113,113,104,132,1,888
89,57,33,33,36,37,42,42,44,44,54,53,45,25,50,50,70,80,52,52,78,78,83,83,113,161,252,260,179,271,262,278,223,239,195,231,162,162,89,93,200,208,1,888
90,57,33,34,36,36,41,41,44,44,54,54,25,25,50,50,80,80,52,52,79,79,83,83,149,161,240,248,211,295,270,282,187,219,215,227,138,162,89,89,112,196,10,888
91,57,34,34,36,36,42,42,44,44,52,54,45,25,60,60,70,80,51,52,79,79,83,83,161,173,260,268,235,299,266,274,203,231,227,235,138,138,105,113,104,132,10,888
92,57,33,34,36,36,41,41,44,44,52,53,45,35,50,50,80,80,52,52,79,79,83,83,161,181,216,244,183,195,270,290,211,215,227,235,162,222,105,141,156,196,4,888
93,57,33,34,36,36,41,42,44,44,54,54,45,25,50,50,70,70,?,?,78,78,83,83,137,177,236,272,175,187,266,274,203,215,219,247,162,162,93,105,128,160,1,888
94,57,34,34,36,36,42,42,44,44,54,54,45,35,50,60,70,70,52,52,79,79,83,83,133,173,260,268,199,239,266,282,203,239,195,255,138,138,93,113,160,200,10,888
95,57,33,34,36,36,41,41,44,44,52,54,25,35,50,50,70,70,52,52,78,79,83,83,157,185,264,296,179,191,266,270,223,243,195,223,162,206,113,133,112,160,1,888
96,57,34,34,36,36,41,42,44,44,51,53,?,?,50,60,80,80,52,52,79,79,83,83,153,169,264,312,191,239,270,270,219,247,211,211,170,210,89,93,116,160,1,888
1,58,33,33,36,38,41,42,?,?,52,53,25,35,50,50,?,?,52,52,78,79,?,?,113,133,244,256,267,271,282,286,207,207,231,267,162,170,89,121,168,212,4,888
2,58,34,34,36,36,42,42,?,?,54,54,35,35,50,50,80,80,52,52,78,79,83,83,157,161,240,244,211,251,270,278,199,219,211,235,210,222,93,101,112,160,4,888
3,58,34,34,36,36,42,42,?,?,54,54,45,35,50,50,?,?,52,52,78,79,83,83,141,181,248,272,199,211,266,274,203,211,227,231,162,162,101,125,144,172,1,888
4,58,34,34,36,38,42,42,44,44,51,54,25,35,50,60,70,70,52,52,78,78,83,83,133,149,264,296,223,291,270,270,195,219,211,219,162,178,85,89,108,200,1,888
5,58,33,34,36,36,42,42,43,44,54,54,45,25,50,50,80,80,52,52,78,79,83,83,137,169,260,288,279,291,266,286,183,199,219,247,162,182,89,89,192,240,1,888
6,58,34,34,36,37,42,42,43,44,52,53,45,35,50,50,80,80,52,52,78,79,83,83,129,133,252,256,259,307,282,294,183,219,223,267,162,162,89,89,116,116,4,888
7,58,33,34,36,36,41,42,44,44,53,53,45,45,50,50,70,80,52,52,78,79,83,83,145,189,268,276,183,259,270,274,187,219,219,263,138,162,85,93,100,228,4,888
8,58,33,33,36,37,41,42,44,44,54,53,45,35,50,60,80,80,52,52,?,?,83,83,153,165,248,264,199,259,266,266,195,227,219,243,154,202,89,109,184,192,4,888
9,58,33,34,36,36,41,42,44,44,54,53,45,25,50,60,80,80,52,52,78,79,83,83,129,137,272,284,179,231,266,270,211,215,195,239,162,226,89,109,164,172,1,888
10,58,34,34,36,36,41,42,43,43,?,?,25,35,50,50,70,70,52,52,?,?,83,83,153,181,248,272,171,191,270,274,199,207,?,?,162,182,85,89,104,200,4,888
11,58,33,34,36,36,42,42,43,44,53,53,?,?,50,50,70,80,52,52,78,79,83,83,145,165,256,268,191,315,270,274,199,211,207,247,138,162,85,89,100,196,4,888
12,58,34,34,36,36,41,41,43,44,54,54,35,35,50,50,80,80,52,52,?,?,83,83,137,177,236,292,187,231,270,270,215,215,191,251,138,170,109,117,100,164,4,888
13,58,33,34,36,36,41,42,43,44,54,53,45,35,50,50,70,80,52,52,79,79,83,83,137,145,248,260,179,195,270,270,207,267,199,215,162,162,89,109,104,192,4,888
14,58,34,34,36,36,41,42,44,44,54,53,25,35,50,50,70,80,52,52,78,79,83,83,145,181,244,292,211,211,270,274,207,215,219,239,138,162,89,89,184,96,1,888
